"","SITE","DATE","PEN_ID","PEN_PLOT","REP","PLOT_ID","ZONE","Depth","PR","TILLAGE_DEPTH","TRAFFIC_CONTROL","TYRE_PRESSURE","TILLAGE_NUM","BLOCK","TRAFFIC.by.zone","TC","Layer"
"833","LM","16/10/2020","PLOT-005.1	N00",5,1,3,"W",33,3,"Z","CTF","L",1,1,2,NA,"7"
"834","LM","16/10/2020","PLOT-005.1	N00",5,1,3,"W",34,4,"Z","CTF","L",1,1,2,NA,"7"
"835","LM","16/10/2020","PLOT-005.1	N00",5,1,3,"W",35,4,"Z","CTF","L",1,1,2,NA,"7"
"836","LM","16/10/2020","PLOT-005.1	N00",5,1,3,"W",36,4,"Z","CTF","L",1,1,2,NA,"8"
"837","LM","16/10/2020","PLOT-005.1	N00",5,1,3,"W",37,4,"Z","CTF","L",1,1,2,NA,"8"
"838","LM","16/10/2020","PLOT-005.1	N00",5,1,3,"W",38,3.5,"Z","CTF","L",1,1,2,NA,"8"
"839","LM","16/10/2020","PLOT-005.1	N00",5,1,3,"W",39,3.1,"Z","CTF","L",1,1,2,NA,"8"
"840","LM","16/10/2020","PLOT-005.1	N00",5,1,3,"W",40,3,"Z","CTF","L",1,1,2,NA,"8"
"841","LM","16/10/2020","PLOT-005.2	N00",5,2,3,"W",1,0.5,"Z","CTF","L",1,1,2,NA,"1"
"842","LM","16/10/2020","PLOT-005.2	N00",5,2,3,"W",2,1,"Z","CTF","L",1,1,2,NA,"1"
"843","LM","16/10/2020","PLOT-005.2	N00",5,2,3,"W",3,1.8,"Z","CTF","L",1,1,2,NA,"1"
"844","LM","16/10/2020","PLOT-005.2	N00",5,2,3,"W",4,1.8,"Z","CTF","L",1,1,2,NA,"1"
"845","LM","16/10/2020","PLOT-005.2	N00",5,2,3,"W",5,1.4,"Z","CTF","L",1,1,2,NA,"1"
"846","LM","16/10/2020","PLOT-005.2	N00",5,2,3,"W",6,1.4,"Z","CTF","L",1,1,2,NA,"2"
"847","LM","16/10/2020","PLOT-005.2	N00",5,2,3,"W",7,1.2,"Z","CTF","L",1,1,2,NA,"2"
"848","LM","16/10/2020","PLOT-005.2	N00",5,2,3,"W",8,1.8,"Z","CTF","L",1,1,2,NA,"2"
"849","LM","16/10/2020","PLOT-005.2	N00",5,2,3,"W",9,1.9,"Z","CTF","L",1,1,2,NA,"2"
"850","LM","16/10/2020","PLOT-005.2	N00",5,2,3,"W",10,1.9,"Z","CTF","L",1,1,2,NA,"2"
"851","LM","16/10/2020","PLOT-005.2	N00",5,2,3,"W",11,1.9,"Z","CTF","L",1,1,2,NA,"3"
"852","LM","16/10/2020","PLOT-005.2	N00",5,2,3,"W",12,1.1,"Z","CTF","L",1,1,2,NA,"3"
"853","LM","16/10/2020","PLOT-005.2	N00",5,2,3,"W",13,1.1,"Z","CTF","L",1,1,2,NA,"3"
"854","LM","16/10/2020","PLOT-005.2	N00",5,2,3,"W",14,1.1,"Z","CTF","L",1,1,2,NA,"3"
"855","LM","16/10/2020","PLOT-005.2	N00",5,2,3,"W",15,1.1,"Z","CTF","L",1,1,2,NA,"3"
"856","LM","16/10/2020","PLOT-005.2	N00",5,2,3,"W",16,1.1,"Z","CTF","L",1,1,2,NA,"4"
"857","LM","16/10/2020","PLOT-005.2	N00",5,2,3,"W",17,1.1,"Z","CTF","L",1,1,2,NA,"4"
"858","LM","16/10/2020","PLOT-005.2	N00",5,2,3,"W",18,1.1,"Z","CTF","L",1,1,2,NA,"4"
"859","LM","16/10/2020","PLOT-005.2	N00",5,2,3,"W",19,1.1,"Z","CTF","L",1,1,2,NA,"4"
"860","LM","16/10/2020","PLOT-005.2	N00",5,2,3,"W",20,1.1,"Z","CTF","L",1,1,2,NA,"4"
"861","LM","16/10/2020","PLOT-005.2	N00",5,2,3,"W",21,1.1,"Z","CTF","L",1,1,2,NA,"5"
"862","LM","16/10/2020","PLOT-005.2	N00",5,2,3,"W",22,2.8,"Z","CTF","L",1,1,2,NA,"5"
"863","LM","16/10/2020","PLOT-005.2	N00",5,2,3,"W",23,2.8,"Z","CTF","L",1,1,2,NA,"5"
"864","LM","16/10/2020","PLOT-005.2	N00",5,2,3,"W",24,2.8,"Z","CTF","L",1,1,2,NA,"5"
"865","LM","16/10/2020","PLOT-005.2	N00",5,2,3,"W",25,2.8,"Z","CTF","L",1,1,2,NA,"5"
"866","LM","16/10/2020","PLOT-005.2	N00",5,2,3,"W",26,1.9,"Z","CTF","L",1,1,2,NA,"6"
"867","LM","16/10/2020","PLOT-005.2	N00",5,2,3,"W",27,1.9,"Z","CTF","L",1,1,2,NA,"6"
"868","LM","16/10/2020","PLOT-005.2	N00",5,2,3,"W",28,2.3,"Z","CTF","L",1,1,2,NA,"6"
"869","LM","16/10/2020","PLOT-005.2	N00",5,2,3,"W",29,2.9,"Z","CTF","L",1,1,2,NA,"6"
"870","LM","16/10/2020","PLOT-005.2	N00",5,2,3,"W",30,3.5,"Z","CTF","L",1,1,2,NA,"6"
"871","LM","16/10/2020","PLOT-005.2	N00",5,2,3,"W",31,3.5,"Z","CTF","L",1,1,2,NA,"7"
"872","LM","16/10/2020","PLOT-005.2	N00",5,2,3,"W",32,3.1,"Z","CTF","L",1,1,2,NA,"7"
"873","LM","16/10/2020","PLOT-005.2	N00",5,2,3,"W",33,3.1,"Z","CTF","L",1,1,2,NA,"7"
"874","LM","16/10/2020","PLOT-005.2	N00",5,2,3,"W",34,2.3,"Z","CTF","L",1,1,2,NA,"7"
"875","LM","16/10/2020","PLOT-005.2	N00",5,2,3,"W",35,2.3,"Z","CTF","L",1,1,2,NA,"7"
"876","LM","16/10/2020","PLOT-005.2	N00",5,2,3,"W",36,2.5,"Z","CTF","L",1,1,2,NA,"8"
"877","LM","16/10/2020","PLOT-005.2	N00",5,2,3,"W",37,2.7,"Z","CTF","L",1,1,2,NA,"8"
"878","LM","16/10/2020","PLOT-005.2	N00",5,2,3,"W",38,2.7,"Z","CTF","L",1,1,2,NA,"8"
"879","LM","16/10/2020","PLOT-005.2	N00",5,2,3,"W",39,2.6,"Z","CTF","L",1,1,2,NA,"8"
"880","LM","16/10/2020","PLOT-005.2	N00",5,2,3,"W",40,2.6,"Z","CTF","L",1,1,2,NA,"8"
"881","LM","16/10/2020","PLOT-005.3	N00",5,3,3,"W",1,0.4,"Z","CTF","L",1,1,2,NA,"1"
"882","LM","16/10/2020","PLOT-005.3	N00",5,3,3,"W",2,0.6,"Z","CTF","L",1,1,2,NA,"1"
"883","LM","16/10/2020","PLOT-005.3	N00",5,3,3,"W",3,0.7,"Z","CTF","L",1,1,2,NA,"1"
"884","LM","16/10/2020","PLOT-005.3	N00",5,3,3,"W",4,1.1,"Z","CTF","L",1,1,2,NA,"1"
"885","LM","16/10/2020","PLOT-005.3	N00",5,3,3,"W",5,1.2,"Z","CTF","L",1,1,2,NA,"1"
"886","LM","16/10/2020","PLOT-005.3	N00",5,3,3,"W",6,1.5,"Z","CTF","L",1,1,2,NA,"2"
"887","LM","16/10/2020","PLOT-005.3	N00",5,3,3,"W",7,1.6,"Z","CTF","L",1,1,2,NA,"2"
"888","LM","16/10/2020","PLOT-005.3	N00",5,3,3,"W",8,1.4,"Z","CTF","L",1,1,2,NA,"2"
"889","LM","16/10/2020","PLOT-005.3	N00",5,3,3,"W",9,1.6,"Z","CTF","L",1,1,2,NA,"2"
"890","LM","16/10/2020","PLOT-005.3	N00",5,3,3,"W",10,1.6,"Z","CTF","L",1,1,2,NA,"2"
"891","LM","16/10/2020","PLOT-005.3	N00",5,3,3,"W",11,1.6,"Z","CTF","L",1,1,2,NA,"3"
"892","LM","16/10/2020","PLOT-005.3	N00",5,3,3,"W",12,1.6,"Z","CTF","L",1,1,2,NA,"3"
"893","LM","16/10/2020","PLOT-005.3	N00",5,3,3,"W",13,1.4,"Z","CTF","L",1,1,2,NA,"3"
"894","LM","16/10/2020","PLOT-005.3	N00",5,3,3,"W",14,1.4,"Z","CTF","L",1,1,2,NA,"3"
"895","LM","16/10/2020","PLOT-005.3	N00",5,3,3,"W",15,1.2,"Z","CTF","L",1,1,2,NA,"3"
"896","LM","16/10/2020","PLOT-005.3	N00",5,3,3,"W",16,1.2,"Z","CTF","L",1,1,2,NA,"4"
"897","LM","16/10/2020","PLOT-005.3	N00",5,3,3,"W",17,1.3,"Z","CTF","L",1,1,2,NA,"4"
"898","LM","16/10/2020","PLOT-005.3	N00",5,3,3,"W",18,1.3,"Z","CTF","L",1,1,2,NA,"4"
"899","LM","16/10/2020","PLOT-005.3	N00",5,3,3,"W",19,1.3,"Z","CTF","L",1,1,2,NA,"4"
"900","LM","16/10/2020","PLOT-005.3	N00",5,3,3,"W",20,1.3,"Z","CTF","L",1,1,2,NA,"4"
"901","LM","16/10/2020","PLOT-005.3	N00",5,3,3,"W",21,1.4,"Z","CTF","L",1,1,2,NA,"5"
"902","LM","16/10/2020","PLOT-005.3	N00",5,3,3,"W",22,1.4,"Z","CTF","L",1,1,2,NA,"5"
"903","LM","16/10/2020","PLOT-005.3	N00",5,3,3,"W",23,1.4,"Z","CTF","L",1,1,2,NA,"5"
"904","LM","16/10/2020","PLOT-005.3	N00",5,3,3,"W",24,1.4,"Z","CTF","L",1,1,2,NA,"5"
"905","LM","16/10/2020","PLOT-005.3	N00",5,3,3,"W",25,1.5,"Z","CTF","L",1,1,2,NA,"5"
"906","LM","16/10/2020","PLOT-005.3	N00",5,3,3,"W",26,1.5,"Z","CTF","L",1,1,2,NA,"6"
"907","LM","16/10/2020","PLOT-005.3	N00",5,3,3,"W",27,1.5,"Z","CTF","L",1,1,2,NA,"6"
"908","LM","16/10/2020","PLOT-005.3	N00",5,3,3,"W",28,1.2,"Z","CTF","L",1,1,2,NA,"6"
"909","LM","16/10/2020","PLOT-005.3	N00",5,3,3,"W",29,1.3,"Z","CTF","L",1,1,2,NA,"6"
"910","LM","16/10/2020","PLOT-005.3	N00",5,3,3,"W",30,1.4,"Z","CTF","L",1,1,2,NA,"6"
"911","LM","16/10/2020","PLOT-005.3	N00",5,3,3,"W",31,1.5,"Z","CTF","L",1,1,2,NA,"7"
"912","LM","16/10/2020","PLOT-005.3	N00",5,3,3,"W",32,1.8,"Z","CTF","L",1,1,2,NA,"7"
"913","LM","16/10/2020","PLOT-005.3	N00",5,3,3,"W",33,2.5,"Z","CTF","L",1,1,2,NA,"7"
"914","LM","16/10/2020","PLOT-005.3	N00",5,3,3,"W",34,2.6,"Z","CTF","L",1,1,2,NA,"7"
"915","LM","16/10/2020","PLOT-005.3	N00",5,3,3,"W",35,3,"Z","CTF","L",1,1,2,NA,"7"
"916","LM","16/10/2020","PLOT-005.3	N00",5,3,3,"W",36,3,"Z","CTF","L",1,1,2,NA,"8"
"917","LM","16/10/2020","PLOT-005.3	N00",5,3,3,"W",37,2.8,"Z","CTF","L",1,1,2,NA,"8"
"918","LM","16/10/2020","PLOT-005.3	N00",5,3,3,"W",38,2.5,"Z","CTF","L",1,1,2,NA,"8"
"919","LM","16/10/2020","PLOT-005.3	N00",5,3,3,"W",39,2.6,"Z","CTF","L",1,1,2,NA,"8"
"920","LM","16/10/2020","PLOT-005.3	N00",5,3,3,"W",40,2.7,"Z","CTF","L",1,1,2,NA,"8"
"921","LM","16/10/2020","PLOT-005.4	N00",5,4,3,"W",1,0.9,"Z","CTF","L",1,1,2,NA,"1"
"922","LM","16/10/2020","PLOT-005.4	N00",5,4,3,"W",2,1,"Z","CTF","L",1,1,2,NA,"1"
"923","LM","16/10/2020","PLOT-005.4	N00",5,4,3,"W",3,1,"Z","CTF","L",1,1,2,NA,"1"
"924","LM","16/10/2020","PLOT-005.4	N00",5,4,3,"W",4,1,"Z","CTF","L",1,1,2,NA,"1"
"925","LM","16/10/2020","PLOT-005.4	N00",5,4,3,"W",5,1.1,"Z","CTF","L",1,1,2,NA,"1"
"926","LM","16/10/2020","PLOT-005.4	N00",5,4,3,"W",6,1.2,"Z","CTF","L",1,1,2,NA,"2"
"927","LM","16/10/2020","PLOT-005.4	N00",5,4,3,"W",7,1.7,"Z","CTF","L",1,1,2,NA,"2"
"928","LM","16/10/2020","PLOT-005.4	N00",5,4,3,"W",8,1.7,"Z","CTF","L",1,1,2,NA,"2"
"929","LM","16/10/2020","PLOT-005.4	N00",5,4,3,"W",9,1.7,"Z","CTF","L",1,1,2,NA,"2"
"930","LM","16/10/2020","PLOT-005.4	N00",5,4,3,"W",10,1.7,"Z","CTF","L",1,1,2,NA,"2"
"931","LM","16/10/2020","PLOT-005.4	N00",5,4,3,"W",11,1.7,"Z","CTF","L",1,1,2,NA,"3"
"932","LM","16/10/2020","PLOT-005.4	N00",5,4,3,"W",12,1.7,"Z","CTF","L",1,1,2,NA,"3"
"933","LM","16/10/2020","PLOT-005.4	N00",5,4,3,"W",13,1.5,"Z","CTF","L",1,1,2,NA,"3"
"934","LM","16/10/2020","PLOT-005.4	N00",5,4,3,"W",14,1.5,"Z","CTF","L",1,1,2,NA,"3"
"935","LM","16/10/2020","PLOT-005.4	N00",5,4,3,"W",15,1.3,"Z","CTF","L",1,1,2,NA,"3"
"936","LM","16/10/2020","PLOT-005.4	N00",5,4,3,"W",16,1.4,"Z","CTF","L",1,1,2,NA,"4"
"937","LM","16/10/2020","PLOT-005.4	N00",5,4,3,"W",17,2,"Z","CTF","L",1,1,2,NA,"4"
"938","LM","16/10/2020","PLOT-005.4	N00",5,4,3,"W",18,2,"Z","CTF","L",1,1,2,NA,"4"
"939","LM","16/10/2020","PLOT-005.4	N00",5,4,3,"W",19,2,"Z","CTF","L",1,1,2,NA,"4"
"940","LM","16/10/2020","PLOT-005.4	N00",5,4,3,"W",20,2,"Z","CTF","L",1,1,2,NA,"4"
"941","LM","16/10/2020","PLOT-005.4	N00",5,4,3,"W",21,2,"Z","CTF","L",1,1,2,NA,"5"
"942","LM","16/10/2020","PLOT-005.4	N00",5,4,3,"W",22,2,"Z","CTF","L",1,1,2,NA,"5"
"943","LM","16/10/2020","PLOT-005.4	N00",5,4,3,"W",23,2,"Z","CTF","L",1,1,2,NA,"5"
"944","LM","16/10/2020","PLOT-005.4	N00",5,4,3,"W",24,2,"Z","CTF","L",1,1,2,NA,"5"
"945","LM","16/10/2020","PLOT-005.4	N00",5,4,3,"W",25,2,"Z","CTF","L",1,1,2,NA,"5"
"946","LM","16/10/2020","PLOT-005.4	N00",5,4,3,"W",26,2,"Z","CTF","L",1,1,2,NA,"6"
"947","LM","16/10/2020","PLOT-005.4	N00",5,4,3,"W",27,2.3,"Z","CTF","L",1,1,2,NA,"6"
"948","LM","16/10/2020","PLOT-005.4	N00",5,4,3,"W",28,3.4,"Z","CTF","L",1,1,2,NA,"6"
"949","LM","16/10/2020","PLOT-005.4	N00",5,4,3,"W",29,4.5,"Z","CTF","L",1,1,2,NA,"6"
"950","LM","16/10/2020","PLOT-005.4	N00",5,4,3,"W",30,2.6,"Z","CTF","L",1,1,2,NA,"6"
"951","LM","16/10/2020","PLOT-005.4	N00",5,4,3,"W",31,2.6,"Z","CTF","L",1,1,2,NA,"7"
"952","LM","16/10/2020","PLOT-005.4	N00",5,4,3,"W",32,3.3,"Z","CTF","L",1,1,2,NA,"7"
"953","LM","16/10/2020","PLOT-005.4	N00",5,4,3,"W",33,3.8,"Z","CTF","L",1,1,2,NA,"7"
"954","LM","16/10/2020","PLOT-005.4	N00",5,4,3,"W",34,3.8,"Z","CTF","L",1,1,2,NA,"7"
"955","LM","16/10/2020","PLOT-005.4	N00",5,4,3,"W",35,3.8,"Z","CTF","L",1,1,2,NA,"7"
"956","LM","16/10/2020","PLOT-005.4	N00",5,4,3,"W",36,3.8,"Z","CTF","L",1,1,2,NA,"8"
"957","LM","16/10/2020","PLOT-005.4	N00",5,4,3,"W",37,5,"Z","CTF","L",1,1,2,NA,"8"
"958","LM","16/10/2020","PLOT-005.4	N00",5,4,3,"W",38,2.3,"Z","CTF","L",1,1,2,NA,"8"
"959","LM","16/10/2020","PLOT-005.4	N00",5,4,3,"W",39,6.2,"Z","CTF","L",1,1,2,NA,"8"
"960","LM","16/10/2020","PLOT-005.4	N00",5,4,3,"W",40,6.2,"Z","CTF","L",1,1,2,NA,"8"
"961","LM","16/10/2020","PLOT-005.5	N00",5,5,3,"W",1,0.4,"Z","CTF","L",1,1,2,NA,"1"
"962","LM","16/10/2020","PLOT-005.5	N00",5,5,3,"W",2,0.4,"Z","CTF","L",1,1,2,NA,"1"
"963","LM","16/10/2020","PLOT-005.5	N00",5,5,3,"W",3,0.4,"Z","CTF","L",1,1,2,NA,"1"
"964","LM","16/10/2020","PLOT-005.5	N00",5,5,3,"W",4,0.4,"Z","CTF","L",1,1,2,NA,"1"
"965","LM","16/10/2020","PLOT-005.5	N00",5,5,3,"W",5,0.5,"Z","CTF","L",1,1,2,NA,"1"
"966","LM","16/10/2020","PLOT-005.5	N00",5,5,3,"W",6,1.2,"Z","CTF","L",1,1,2,NA,"2"
"967","LM","16/10/2020","PLOT-005.5	N00",5,5,3,"W",7,1.2,"Z","CTF","L",1,1,2,NA,"2"
"968","LM","16/10/2020","PLOT-005.5	N00",5,5,3,"W",8,1.1,"Z","CTF","L",1,1,2,NA,"2"
"969","LM","16/10/2020","PLOT-005.5	N00",5,5,3,"W",9,1.1,"Z","CTF","L",1,1,2,NA,"2"
"970","LM","16/10/2020","PLOT-005.5	N00",5,5,3,"W",10,1.3,"Z","CTF","L",1,1,2,NA,"2"
"971","LM","16/10/2020","PLOT-005.5	N00",5,5,3,"W",11,1.4,"Z","CTF","L",1,1,2,NA,"3"
"972","LM","16/10/2020","PLOT-005.5	N00",5,5,3,"W",12,1.5,"Z","CTF","L",1,1,2,NA,"3"
"973","LM","16/10/2020","PLOT-005.5	N00",5,5,3,"W",13,1.5,"Z","CTF","L",1,1,2,NA,"3"
"974","LM","16/10/2020","PLOT-005.5	N00",5,5,3,"W",14,1.5,"Z","CTF","L",1,1,2,NA,"3"
"975","LM","16/10/2020","PLOT-005.5	N00",5,5,3,"W",15,1.5,"Z","CTF","L",1,1,2,NA,"3"
"976","LM","16/10/2020","PLOT-005.5	N00",5,5,3,"W",16,1.5,"Z","CTF","L",1,1,2,NA,"4"
"977","LM","16/10/2020","PLOT-005.5	N00",5,5,3,"W",17,1.6,"Z","CTF","L",1,1,2,NA,"4"
"978","LM","16/10/2020","PLOT-005.5	N00",5,5,3,"W",18,1.6,"Z","CTF","L",1,1,2,NA,"4"
"979","LM","16/10/2020","PLOT-005.5	N00",5,5,3,"W",19,2.1,"Z","CTF","L",1,1,2,NA,"4"
"980","LM","16/10/2020","PLOT-005.5	N00",5,5,3,"W",20,2.9,"Z","CTF","L",1,1,2,NA,"4"
"981","LM","16/10/2020","PLOT-005.5	N00",5,5,3,"W",21,3,"Z","CTF","L",1,1,2,NA,"5"
"982","LM","16/10/2020","PLOT-005.5	N00",5,5,3,"W",22,3,"Z","CTF","L",1,1,2,NA,"5"
"983","LM","16/10/2020","PLOT-005.5	N00",5,5,3,"W",23,2.3,"Z","CTF","L",1,1,2,NA,"5"
"984","LM","16/10/2020","PLOT-005.5	N00",5,5,3,"W",24,2.3,"Z","CTF","L",1,1,2,NA,"5"
"985","LM","16/10/2020","PLOT-005.5	N00",5,5,3,"W",25,2.3,"Z","CTF","L",1,1,2,NA,"5"
"986","LM","16/10/2020","PLOT-005.5	N00",5,5,3,"W",26,2.3,"Z","CTF","L",1,1,2,NA,"6"
"987","LM","16/10/2020","PLOT-005.5	N00",5,5,3,"W",27,2.9,"Z","CTF","L",1,1,2,NA,"6"
"988","LM","16/10/2020","PLOT-005.5	N00",5,5,3,"W",28,2.9,"Z","CTF","L",1,1,2,NA,"6"
"989","LM","16/10/2020","PLOT-005.5	N00",5,5,3,"W",29,4.5,"Z","CTF","L",1,1,2,NA,"6"
"990","LM","16/10/2020","PLOT-005.5	N00",5,5,3,"W",30,4.5,"Z","CTF","L",1,1,2,NA,"6"
"991","LM","16/10/2020","PLOT-005.5	N00",5,5,3,"W",31,5.1,"Z","CTF","L",1,1,2,NA,"7"
"992","LM","16/10/2020","PLOT-005.5	N00",5,5,3,"W",32,5.2,"Z","CTF","L",1,1,2,NA,"7"
"993","LM","16/10/2020","PLOT-005.5	N00",5,5,3,"W",33,5.2,"Z","CTF","L",1,1,2,NA,"7"
"994","LM","16/10/2020","PLOT-005.5	N00",5,5,3,"W",34,5.2,"Z","CTF","L",1,1,2,NA,"7"
"995","LM","16/10/2020","PLOT-005.5	N00",5,5,3,"W",35,5.2,"Z","CTF","L",1,1,2,NA,"7"
"996","LM","16/10/2020","PLOT-005.5	N00",5,5,3,"W",36,3.7,"Z","CTF","L",1,1,2,NA,"8"
"997","LM","16/10/2020","PLOT-005.5	N00",5,5,3,"W",37,3.7,"Z","CTF","L",1,1,2,NA,"8"
"998","LM","16/10/2020","PLOT-005.5	N00",5,5,3,"W",38,3.7,"Z","CTF","L",1,1,2,NA,"8"
"999","LM","16/10/2020","PLOT-005.5	N00",5,5,3,"W",39,3.7,"Z","CTF","L",1,1,2,NA,"8"
"1000","LM","16/10/2020","PLOT-005.5	N00",5,5,3,"W",40,3.7,"Z","CTF","L",1,1,2,NA,"8"
"1001","LM","16/10/2020","PLOT-006.1	N00",6,1,3,"C",1,0.5,"Z","CTF",NA,1,1,0,"LT","1"
"1002","LM","16/10/2020","PLOT-006.1	N00",6,1,3,"C",2,0.5,"Z","CTF",NA,1,1,0,"LT","1"
"1003","LM","16/10/2020","PLOT-006.1	N00",6,1,3,"C",3,1,"Z","CTF",NA,1,1,0,"LT","1"
"1004","LM","16/10/2020","PLOT-006.1	N00",6,1,3,"C",4,1,"Z","CTF",NA,1,1,0,"LT","1"
"1005","LM","16/10/2020","PLOT-006.1	N00",6,1,3,"C",5,1,"Z","CTF",NA,1,1,0,"LT","1"
"1006","LM","16/10/2020","PLOT-006.1	N00",6,1,3,"C",6,1,"Z","CTF",NA,1,1,0,"LT","2"
"1007","LM","16/10/2020","PLOT-006.1	N00",6,1,3,"C",7,1,"Z","CTF",NA,1,1,0,"LT","2"
"1008","LM","16/10/2020","PLOT-006.1	N00",6,1,3,"C",8,1,"Z","CTF",NA,1,1,0,"LT","2"
"1009","LM","16/10/2020","PLOT-006.1	N00",6,1,3,"C",9,0.9,"Z","CTF",NA,1,1,0,"LT","2"
"1010","LM","16/10/2020","PLOT-006.1	N00",6,1,3,"C",10,0.9,"Z","CTF",NA,1,1,0,"LT","2"
"1011","LM","16/10/2020","PLOT-006.1	N00",6,1,3,"C",11,1,"Z","CTF",NA,1,1,0,"LT","3"
"1012","LM","16/10/2020","PLOT-006.1	N00",6,1,3,"C",12,1,"Z","CTF",NA,1,1,0,"LT","3"
"1013","LM","16/10/2020","PLOT-006.1	N00",6,1,3,"C",13,1,"Z","CTF",NA,1,1,0,"LT","3"
"1014","LM","16/10/2020","PLOT-006.1	N00",6,1,3,"C",14,1.1,"Z","CTF",NA,1,1,0,"LT","3"
"1015","LM","16/10/2020","PLOT-006.1	N00",6,1,3,"C",15,1.2,"Z","CTF",NA,1,1,0,"LT","3"
"1016","LM","16/10/2020","PLOT-006.1	N00",6,1,3,"C",16,1.1,"Z","CTF",NA,1,1,0,"LT","4"
"1017","LM","16/10/2020","PLOT-006.1	N00",6,1,3,"C",17,1.1,"Z","CTF",NA,1,1,0,"LT","4"
"1018","LM","16/10/2020","PLOT-006.1	N00",6,1,3,"C",18,1.4,"Z","CTF",NA,1,1,0,"LT","4"
"1019","LM","16/10/2020","PLOT-006.1	N00",6,1,3,"C",19,1.4,"Z","CTF",NA,1,1,0,"LT","4"
"1020","LM","16/10/2020","PLOT-006.1	N00",6,1,3,"C",20,1.4,"Z","CTF",NA,1,1,0,"LT","4"
"1021","LM","16/10/2020","PLOT-006.1	N00",6,1,3,"C",21,1.4,"Z","CTF",NA,1,1,0,"LT","5"
"1022","LM","16/10/2020","PLOT-006.1	N00",6,1,3,"C",22,1.4,"Z","CTF",NA,1,1,0,"LT","5"
"1023","LM","16/10/2020","PLOT-006.1	N00",6,1,3,"C",23,1.8,"Z","CTF",NA,1,1,0,"LT","5"
"1024","LM","16/10/2020","PLOT-006.1	N00",6,1,3,"C",24,2,"Z","CTF",NA,1,1,0,"LT","5"
"1025","LM","16/10/2020","PLOT-006.1	N00",6,1,3,"C",25,2.2,"Z","CTF",NA,1,1,0,"LT","5"
"1026","LM","16/10/2020","PLOT-006.1	N00",6,1,3,"C",26,2.7,"Z","CTF",NA,1,1,0,"LT","6"
"1027","LM","16/10/2020","PLOT-006.1	N00",6,1,3,"C",27,3.5,"Z","CTF",NA,1,1,0,"LT","6"
"1028","LM","16/10/2020","PLOT-006.1	N00",6,1,3,"C",28,3.5,"Z","CTF",NA,1,1,0,"LT","6"
"1029","LM","16/10/2020","PLOT-006.1	N00",6,1,3,"C",29,3.5,"Z","CTF",NA,1,1,0,"LT","6"
"1030","LM","16/10/2020","PLOT-006.1	N00",6,1,3,"C",30,3.5,"Z","CTF",NA,1,1,0,"LT","6"
"1031","LM","16/10/2020","PLOT-006.1	N00",6,1,3,"C",31,3.6,"Z","CTF",NA,1,1,0,"LT","7"
"1032","LM","16/10/2020","PLOT-006.1	N00",6,1,3,"C",32,3.6,"Z","CTF",NA,1,1,0,"LT","7"
"1033","LM","16/10/2020","PLOT-006.1	N00",6,1,3,"C",33,3,"Z","CTF",NA,1,1,0,"LT","7"
"1034","LM","16/10/2020","PLOT-006.1	N00",6,1,3,"C",34,3.1,"Z","CTF",NA,1,1,0,"LT","7"
"1035","LM","16/10/2020","PLOT-006.1	N00",6,1,3,"C",35,3.1,"Z","CTF",NA,1,1,0,"LT","7"
"1036","LM","16/10/2020","PLOT-006.1	N00",6,1,3,"C",36,3.4,"Z","CTF",NA,1,1,0,"LT","8"
"1037","LM","16/10/2020","PLOT-006.1	N00",6,1,3,"C",37,4.4,"Z","CTF",NA,1,1,0,"LT","8"
"1038","LM","16/10/2020","PLOT-006.1	N00",6,1,3,"C",38,5.2,"Z","CTF",NA,1,1,0,"LT","8"
"1039","LM","16/10/2020","PLOT-006.1	N00",6,1,3,"C",39,5.9,"Z","CTF",NA,1,1,0,"LT","8"
"1040","LM","16/10/2020","PLOT-006.1	N00",6,1,3,"C",40,5.9,"Z","CTF",NA,1,1,0,"LT","8"
"1041","LM","16/10/2020","PLOT-006.2	N00",6,2,3,"C",1,0.4,"Z","CTF",NA,1,1,0,"LT","1"
"1042","LM","16/10/2020","PLOT-006.2	N00",6,2,3,"C",2,0.4,"Z","CTF",NA,1,1,0,"LT","1"
"1043","LM","16/10/2020","PLOT-006.2	N00",6,2,3,"C",3,0.6,"Z","CTF",NA,1,1,0,"LT","1"
"1044","LM","16/10/2020","PLOT-006.2	N00",6,2,3,"C",4,0.6,"Z","CTF",NA,1,1,0,"LT","1"
"1045","LM","16/10/2020","PLOT-006.2	N00",6,2,3,"C",5,1,"Z","CTF",NA,1,1,0,"LT","1"
"1046","LM","16/10/2020","PLOT-006.2	N00",6,2,3,"C",6,1.2,"Z","CTF",NA,1,1,0,"LT","2"
"1047","LM","16/10/2020","PLOT-006.2	N00",6,2,3,"C",7,1.3,"Z","CTF",NA,1,1,0,"LT","2"
"1048","LM","16/10/2020","PLOT-006.2	N00",6,2,3,"C",8,1.6,"Z","CTF",NA,1,1,0,"LT","2"
"1049","LM","16/10/2020","PLOT-006.2	N00",6,2,3,"C",9,1.6,"Z","CTF",NA,1,1,0,"LT","2"
"1050","LM","16/10/2020","PLOT-006.2	N00",6,2,3,"C",10,1.6,"Z","CTF",NA,1,1,0,"LT","2"
"1051","LM","16/10/2020","PLOT-006.2	N00",6,2,3,"C",11,1.6,"Z","CTF",NA,1,1,0,"LT","3"
