"","SITE","DATE","PEN_ID","PEN_PLOT","REP","PLOT_ID","ZONE","Depth","PR","TILLAGE_DEPTH","TRAFFIC_CONTROL","TYRE_PRESSURE","TILLAGE_NUM","BLOCK","TRAFFIC.by.zone","TC","Layer"
"6587","LM","16/10/2020","PLOT-033.5	N00",33,5,17,"W",27,3.2,"D","CTF","L",3,2,3,NA,"6"
"6588","LM","16/10/2020","PLOT-033.5	N00",33,5,17,"W",28,3.5,"D","CTF","L",3,2,3,NA,"6"
"6589","LM","16/10/2020","PLOT-033.5	N00",33,5,17,"W",29,3.5,"D","CTF","L",3,2,3,NA,"6"
"6590","LM","16/10/2020","PLOT-033.5	N00",33,5,17,"W",30,3.5,"D","CTF","L",3,2,3,NA,"6"
"6591","LM","16/10/2020","PLOT-033.5	N00",33,5,17,"W",31,3.6,"D","CTF","L",3,2,3,NA,"7"
"6592","LM","16/10/2020","PLOT-033.5	N00",33,5,17,"W",32,3.6,"D","CTF","L",3,2,3,NA,"7"
"6593","LM","16/10/2020","PLOT-033.5	N00",33,5,17,"W",33,3.6,"D","CTF","L",3,2,3,NA,"7"
"6594","LM","16/10/2020","PLOT-033.5	N00",33,5,17,"W",34,3.6,"D","CTF","L",3,2,3,NA,"7"
"6595","LM","16/10/2020","PLOT-033.5	N00",33,5,17,"W",35,3.6,"D","CTF","L",3,2,3,NA,"7"
"6596","LM","16/10/2020","PLOT-033.5	N00",33,5,17,"W",36,3.6,"D","CTF","L",3,2,3,NA,"8"
"6597","LM","16/10/2020","PLOT-033.5	N00",33,5,17,"W",37,3.1,"D","CTF","L",3,2,3,NA,"8"
"6598","LM","16/10/2020","PLOT-033.5	N00",33,5,17,"W",38,3,"D","CTF","L",3,2,3,NA,"8"
"6599","LM","16/10/2020","PLOT-033.5	N00",33,5,17,"W",39,2.6,"D","CTF","L",3,2,3,NA,"8"
"6600","LM","16/10/2020","PLOT-033.5	N00",33,5,17,"W",40,2.6,"D","CTF","L",3,2,3,NA,"8"
"6601","LM","16/10/2020","PLOT-034.1	N00",34,1,17,"C",1,0.3,"D","CTF",NA,3,2,0,"LT","1"
"6602","LM","16/10/2020","PLOT-034.1	N00",34,1,17,"C",2,0.3,"D","CTF",NA,3,2,0,"LT","1"
"6603","LM","16/10/2020","PLOT-034.1	N00",34,1,17,"C",3,0.3,"D","CTF",NA,3,2,0,"LT","1"
"6604","LM","16/10/2020","PLOT-034.1	N00",34,1,17,"C",4,0.3,"D","CTF",NA,3,2,0,"LT","1"
"6605","LM","16/10/2020","PLOT-034.1	N00",34,1,17,"C",5,0.4,"D","CTF",NA,3,2,0,"LT","1"
"6606","LM","16/10/2020","PLOT-034.1	N00",34,1,17,"C",6,0.4,"D","CTF",NA,3,2,0,"LT","2"
"6607","LM","16/10/2020","PLOT-034.1	N00",34,1,17,"C",7,0.4,"D","CTF",NA,3,2,0,"LT","2"
"6608","LM","16/10/2020","PLOT-034.1	N00",34,1,17,"C",8,0.4,"D","CTF",NA,3,2,0,"LT","2"
"6609","LM","16/10/2020","PLOT-034.1	N00",34,1,17,"C",9,0.5,"D","CTF",NA,3,2,0,"LT","2"
"6610","LM","16/10/2020","PLOT-034.1	N00",34,1,17,"C",10,0.5,"D","CTF",NA,3,2,0,"LT","2"
"6611","LM","16/10/2020","PLOT-034.1	N00",34,1,17,"C",11,0.5,"D","CTF",NA,3,2,0,"LT","3"
"6612","LM","16/10/2020","PLOT-034.1	N00",34,1,17,"C",12,0.6,"D","CTF",NA,3,2,0,"LT","3"
"6613","LM","16/10/2020","PLOT-034.1	N00",34,1,17,"C",13,1.5,"D","CTF",NA,3,2,0,"LT","3"
"6614","LM","16/10/2020","PLOT-034.1	N00",34,1,17,"C",14,1.5,"D","CTF",NA,3,2,0,"LT","3"
"6615","LM","16/10/2020","PLOT-034.1	N00",34,1,17,"C",15,1.5,"D","CTF",NA,3,2,0,"LT","3"
"6616","LM","16/10/2020","PLOT-034.1	N00",34,1,17,"C",16,1.5,"D","CTF",NA,3,2,0,"LT","4"
"6617","LM","16/10/2020","PLOT-034.1	N00",34,1,17,"C",17,1.5,"D","CTF",NA,3,2,0,"LT","4"
"6618","LM","16/10/2020","PLOT-034.1	N00",34,1,17,"C",18,1.5,"D","CTF",NA,3,2,0,"LT","4"
"6619","LM","16/10/2020","PLOT-034.1	N00",34,1,17,"C",19,1.1,"D","CTF",NA,3,2,0,"LT","4"
"6620","LM","16/10/2020","PLOT-034.1	N00",34,1,17,"C",20,1.1,"D","CTF",NA,3,2,0,"LT","4"
"6621","LM","16/10/2020","PLOT-034.1	N00",34,1,17,"C",21,1.1,"D","CTF",NA,3,2,0,"LT","5"
"6622","LM","16/10/2020","PLOT-034.1	N00",34,1,17,"C",22,1.1,"D","CTF",NA,3,2,0,"LT","5"
"6623","LM","16/10/2020","PLOT-034.1	N00",34,1,17,"C",23,1.1,"D","CTF",NA,3,2,0,"LT","5"
"6624","LM","16/10/2020","PLOT-034.1	N00",34,1,17,"C",24,1.1,"D","CTF",NA,3,2,0,"LT","5"
"6625","LM","16/10/2020","PLOT-034.1	N00",34,1,17,"C",25,1.1,"D","CTF",NA,3,2,0,"LT","5"
"6626","LM","16/10/2020","PLOT-034.1	N00",34,1,17,"C",26,1.1,"D","CTF",NA,3,2,0,"LT","6"
"6627","LM","16/10/2020","PLOT-034.1	N00",34,1,17,"C",27,1.1,"D","CTF",NA,3,2,0,"LT","6"
"6628","LM","16/10/2020","PLOT-034.1	N00",34,1,17,"C",28,1.1,"D","CTF",NA,3,2,0,"LT","6"
"6629","LM","16/10/2020","PLOT-034.1	N00",34,1,17,"C",29,1.1,"D","CTF",NA,3,2,0,"LT","6"
"6630","LM","16/10/2020","PLOT-034.1	N00",34,1,17,"C",30,1.1,"D","CTF",NA,3,2,0,"LT","6"
"6631","LM","16/10/2020","PLOT-034.1	N00",34,1,17,"C",31,1.8,"D","CTF",NA,3,2,0,"LT","7"
"6632","LM","16/10/2020","PLOT-034.1	N00",34,1,17,"C",32,2.9,"D","CTF",NA,3,2,0,"LT","7"
"6633","LM","16/10/2020","PLOT-034.1	N00",34,1,17,"C",33,3.2,"D","CTF",NA,3,2,0,"LT","7"
"6634","LM","16/10/2020","PLOT-034.1	N00",34,1,17,"C",34,3.3,"D","CTF",NA,3,2,0,"LT","7"
"6635","LM","16/10/2020","PLOT-034.1	N00",34,1,17,"C",35,3.3,"D","CTF",NA,3,2,0,"LT","7"
"6636","LM","16/10/2020","PLOT-034.1	N00",34,1,17,"C",36,3.3,"D","CTF",NA,3,2,0,"LT","8"
"6637","LM","16/10/2020","PLOT-034.1	N00",34,1,17,"C",37,2.9,"D","CTF",NA,3,2,0,"LT","8"
"6638","LM","16/10/2020","PLOT-034.1	N00",34,1,17,"C",38,2.9,"D","CTF",NA,3,2,0,"LT","8"
"6639","LM","16/10/2020","PLOT-034.1	N00",34,1,17,"C",39,2.9,"D","CTF",NA,3,2,0,"LT","8"
"6640","LM","16/10/2020","PLOT-034.1	N00",34,1,17,"C",40,3.3,"D","CTF",NA,3,2,0,"LT","8"
"6641","LM","16/10/2020","PLOT-034.2	N00",34,2,17,"C",1,0.3,"D","CTF",NA,3,2,0,"LT","1"
"6642","LM","16/10/2020","PLOT-034.2	N00",34,2,17,"C",2,0.3,"D","CTF",NA,3,2,0,"LT","1"
"6643","LM","16/10/2020","PLOT-034.2	N00",34,2,17,"C",3,0.3,"D","CTF",NA,3,2,0,"LT","1"
"6644","LM","16/10/2020","PLOT-034.2	N00",34,2,17,"C",4,0.5,"D","CTF",NA,3,2,0,"LT","1"
"6645","LM","16/10/2020","PLOT-034.2	N00",34,2,17,"C",5,0.5,"D","CTF",NA,3,2,0,"LT","1"
"6646","LM","16/10/2020","PLOT-034.2	N00",34,2,17,"C",6,0.5,"D","CTF",NA,3,2,0,"LT","2"
"6647","LM","16/10/2020","PLOT-034.2	N00",34,2,17,"C",7,0.5,"D","CTF",NA,3,2,0,"LT","2"
"6648","LM","16/10/2020","PLOT-034.2	N00",34,2,17,"C",8,0.5,"D","CTF",NA,3,2,0,"LT","2"
"6649","LM","16/10/2020","PLOT-034.2	N00",34,2,17,"C",9,0.5,"D","CTF",NA,3,2,0,"LT","2"
"6650","LM","16/10/2020","PLOT-034.2	N00",34,2,17,"C",10,0.5,"D","CTF",NA,3,2,0,"LT","2"
"6651","LM","16/10/2020","PLOT-034.2	N00",34,2,17,"C",11,0.6,"D","CTF",NA,3,2,0,"LT","3"
"6652","LM","16/10/2020","PLOT-034.2	N00",34,2,17,"C",12,0.6,"D","CTF",NA,3,2,0,"LT","3"
"6653","LM","16/10/2020","PLOT-034.2	N00",34,2,17,"C",13,0.6,"D","CTF",NA,3,2,0,"LT","3"
"6654","LM","16/10/2020","PLOT-034.2	N00",34,2,17,"C",14,0.6,"D","CTF",NA,3,2,0,"LT","3"
"6655","LM","16/10/2020","PLOT-034.2	N00",34,2,17,"C",15,0.6,"D","CTF",NA,3,2,0,"LT","3"
"6656","LM","16/10/2020","PLOT-034.2	N00",34,2,17,"C",16,0.6,"D","CTF",NA,3,2,0,"LT","4"
"6657","LM","16/10/2020","PLOT-034.2	N00",34,2,17,"C",17,0.6,"D","CTF",NA,3,2,0,"LT","4"
"6658","LM","16/10/2020","PLOT-034.2	N00",34,2,17,"C",18,0.6,"D","CTF",NA,3,2,0,"LT","4"
"6659","LM","16/10/2020","PLOT-034.2	N00",34,2,17,"C",19,0.6,"D","CTF",NA,3,2,0,"LT","4"
"6660","LM","16/10/2020","PLOT-034.2	N00",34,2,17,"C",20,0.6,"D","CTF",NA,3,2,0,"LT","4"
"6661","LM","16/10/2020","PLOT-034.2	N00",34,2,17,"C",21,0.7,"D","CTF",NA,3,2,0,"LT","5"
"6662","LM","16/10/2020","PLOT-034.2	N00",34,2,17,"C",22,0.7,"D","CTF",NA,3,2,0,"LT","5"
"6663","LM","16/10/2020","PLOT-034.2	N00",34,2,17,"C",23,0.7,"D","CTF",NA,3,2,0,"LT","5"
"6664","LM","16/10/2020","PLOT-034.2	N00",34,2,17,"C",24,1,"D","CTF",NA,3,2,0,"LT","5"
"6665","LM","16/10/2020","PLOT-034.2	N00",34,2,17,"C",25,0.8,"D","CTF",NA,3,2,0,"LT","5"
"6666","LM","16/10/2020","PLOT-034.2	N00",34,2,17,"C",26,0.8,"D","CTF",NA,3,2,0,"LT","6"
"6667","LM","16/10/2020","PLOT-034.2	N00",34,2,17,"C",27,0.8,"D","CTF",NA,3,2,0,"LT","6"
"6668","LM","16/10/2020","PLOT-034.2	N00",34,2,17,"C",28,0.8,"D","CTF",NA,3,2,0,"LT","6"
"6669","LM","16/10/2020","PLOT-034.2	N00",34,2,17,"C",29,0.8,"D","CTF",NA,3,2,0,"LT","6"
"6670","LM","16/10/2020","PLOT-034.2	N00",34,2,17,"C",30,0.8,"D","CTF",NA,3,2,0,"LT","6"
"6671","LM","16/10/2020","PLOT-034.2	N00",34,2,17,"C",31,0.8,"D","CTF",NA,3,2,0,"LT","7"
"6672","LM","16/10/2020","PLOT-034.2	N00",34,2,17,"C",32,0.8,"D","CTF",NA,3,2,0,"LT","7"
"6673","LM","16/10/2020","PLOT-034.2	N00",34,2,17,"C",33,0.8,"D","CTF",NA,3,2,0,"LT","7"
"6674","LM","16/10/2020","PLOT-034.2	N00",34,2,17,"C",34,0.8,"D","CTF",NA,3,2,0,"LT","7"
"6675","LM","16/10/2020","PLOT-034.2	N00",34,2,17,"C",35,0.9,"D","CTF",NA,3,2,0,"LT","7"
"6676","LM","16/10/2020","PLOT-034.2	N00",34,2,17,"C",36,0.9,"D","CTF",NA,3,2,0,"LT","8"
"6677","LM","16/10/2020","PLOT-034.2	N00",34,2,17,"C",37,0.9,"D","CTF",NA,3,2,0,"LT","8"
"6678","LM","16/10/2020","PLOT-034.2	N00",34,2,17,"C",38,0.9,"D","CTF",NA,3,2,0,"LT","8"
"6679","LM","16/10/2020","PLOT-034.2	N00",34,2,17,"C",39,2,"D","CTF",NA,3,2,0,"LT","8"
"6680","LM","16/10/2020","PLOT-034.2	N00",34,2,17,"C",40,2,"D","CTF",NA,3,2,0,"LT","8"
"6681","LM","16/10/2020","PLOT-034.3	N00",34,3,17,"C",1,0.5,"D","CTF",NA,3,2,0,"LT","1"
"6682","LM","16/10/2020","PLOT-034.3	N00",34,3,17,"C",2,0.5,"D","CTF",NA,3,2,0,"LT","1"
"6683","LM","16/10/2020","PLOT-034.3	N00",34,3,17,"C",3,0.7,"D","CTF",NA,3,2,0,"LT","1"
"6684","LM","16/10/2020","PLOT-034.3	N00",34,3,17,"C",4,0.7,"D","CTF",NA,3,2,0,"LT","1"
"6685","LM","16/10/2020","PLOT-034.3	N00",34,3,17,"C",5,0.7,"D","CTF",NA,3,2,0,"LT","1"
"6686","LM","16/10/2020","PLOT-034.3	N00",34,3,17,"C",6,0.6,"D","CTF",NA,3,2,0,"LT","2"
"6687","LM","16/10/2020","PLOT-034.3	N00",34,3,17,"C",7,0.6,"D","CTF",NA,3,2,0,"LT","2"
"6688","LM","16/10/2020","PLOT-034.3	N00",34,3,17,"C",8,0.7,"D","CTF",NA,3,2,0,"LT","2"
"6689","LM","16/10/2020","PLOT-034.3	N00",34,3,17,"C",9,0.7,"D","CTF",NA,3,2,0,"LT","2"
"6690","LM","16/10/2020","PLOT-034.3	N00",34,3,17,"C",10,0.7,"D","CTF",NA,3,2,0,"LT","2"
"6691","LM","16/10/2020","PLOT-034.3	N00",34,3,17,"C",11,0.7,"D","CTF",NA,3,2,0,"LT","3"
"6692","LM","16/10/2020","PLOT-034.3	N00",34,3,17,"C",12,0.7,"D","CTF",NA,3,2,0,"LT","3"
"6693","LM","16/10/2020","PLOT-034.3	N00",34,3,17,"C",13,0.7,"D","CTF",NA,3,2,0,"LT","3"
"6694","LM","16/10/2020","PLOT-034.3	N00",34,3,17,"C",14,0.7,"D","CTF",NA,3,2,0,"LT","3"
"6695","LM","16/10/2020","PLOT-034.3	N00",34,3,17,"C",15,0.7,"D","CTF",NA,3,2,0,"LT","3"
"6696","LM","16/10/2020","PLOT-034.3	N00",34,3,17,"C",16,0.6,"D","CTF",NA,3,2,0,"LT","4"
"6697","LM","16/10/2020","PLOT-034.3	N00",34,3,17,"C",17,0.6,"D","CTF",NA,3,2,0,"LT","4"
"6698","LM","16/10/2020","PLOT-034.3	N00",34,3,17,"C",18,0.6,"D","CTF",NA,3,2,0,"LT","4"
"6699","LM","16/10/2020","PLOT-034.3	N00",34,3,17,"C",19,0.6,"D","CTF",NA,3,2,0,"LT","4"
"6700","LM","16/10/2020","PLOT-034.3	N00",34,3,17,"C",20,0.6,"D","CTF",NA,3,2,0,"LT","4"
"6701","LM","16/10/2020","PLOT-034.3	N00",34,3,17,"C",21,0.6,"D","CTF",NA,3,2,0,"LT","5"
"6702","LM","16/10/2020","PLOT-034.3	N00",34,3,17,"C",22,0.6,"D","CTF",NA,3,2,0,"LT","5"
"6703","LM","16/10/2020","PLOT-034.3	N00",34,3,17,"C",23,0.6,"D","CTF",NA,3,2,0,"LT","5"
"6704","LM","16/10/2020","PLOT-034.3	N00",34,3,17,"C",24,0.8,"D","CTF",NA,3,2,0,"LT","5"
"6705","LM","16/10/2020","PLOT-034.3	N00",34,3,17,"C",25,1.1,"D","CTF",NA,3,2,0,"LT","5"
"6706","LM","16/10/2020","PLOT-034.3	N00",34,3,17,"C",26,1.3,"D","CTF",NA,3,2,0,"LT","6"
"6707","LM","16/10/2020","PLOT-034.3	N00",34,3,17,"C",27,1.3,"D","CTF",NA,3,2,0,"LT","6"
"6708","LM","16/10/2020","PLOT-034.3	N00",34,3,17,"C",28,1.6,"D","CTF",NA,3,2,0,"LT","6"
"6709","LM","16/10/2020","PLOT-034.3	N00",34,3,17,"C",29,1.6,"D","CTF",NA,3,2,0,"LT","6"
"6710","LM","16/10/2020","PLOT-034.3	N00",34,3,17,"C",30,1.7,"D","CTF",NA,3,2,0,"LT","6"
"6711","LM","16/10/2020","PLOT-034.3	N00",34,3,17,"C",31,1.9,"D","CTF",NA,3,2,0,"LT","7"
"6712","LM","16/10/2020","PLOT-034.3	N00",34,3,17,"C",32,1.9,"D","CTF",NA,3,2,0,"LT","7"
"6713","LM","16/10/2020","PLOT-034.3	N00",34,3,17,"C",33,2.3,"D","CTF",NA,3,2,0,"LT","7"
"6714","LM","16/10/2020","PLOT-034.3	N00",34,3,17,"C",34,2.3,"D","CTF",NA,3,2,0,"LT","7"
"6715","LM","16/10/2020","PLOT-034.3	N00",34,3,17,"C",35,2.4,"D","CTF",NA,3,2,0,"LT","7"
"6716","LM","16/10/2020","PLOT-034.3	N00",34,3,17,"C",36,2.8,"D","CTF",NA,3,2,0,"LT","8"
"6717","LM","16/10/2020","PLOT-034.3	N00",34,3,17,"C",37,2.8,"D","CTF",NA,3,2,0,"LT","8"
"6718","LM","16/10/2020","PLOT-034.3	N00",34,3,17,"C",38,2.8,"D","CTF",NA,3,2,0,"LT","8"
"6719","LM","16/10/2020","PLOT-034.3	N00",34,3,17,"C",39,2.8,"D","CTF",NA,3,2,0,"LT","8"
"6720","LM","16/10/2020","PLOT-034.3	N00",34,3,17,"C",40,2.8,"D","CTF",NA,3,2,0,"LT","8"
"6721","LM","16/10/2020","PLOT-034.4	N00",34,4,17,"C",1,0.4,"D","CTF",NA,3,2,0,"LT","1"
"6722","LM","16/10/2020","PLOT-034.4	N00",34,4,17,"C",2,0.5,"D","CTF",NA,3,2,0,"LT","1"
"6723","LM","16/10/2020","PLOT-034.4	N00",34,4,17,"C",3,0.5,"D","CTF",NA,3,2,0,"LT","1"
"6724","LM","16/10/2020","PLOT-034.4	N00",34,4,17,"C",4,0.5,"D","CTF",NA,3,2,0,"LT","1"
"6725","LM","16/10/2020","PLOT-034.4	N00",34,4,17,"C",5,0.5,"D","CTF",NA,3,2,0,"LT","1"
"6726","LM","16/10/2020","PLOT-034.4	N00",34,4,17,"C",6,0.5,"D","CTF",NA,3,2,0,"LT","2"
"6727","LM","16/10/2020","PLOT-034.4	N00",34,4,17,"C",7,0.5,"D","CTF",NA,3,2,0,"LT","2"
"6728","LM","16/10/2020","PLOT-034.4	N00",34,4,17,"C",8,0.5,"D","CTF",NA,3,2,0,"LT","2"
"6729","LM","16/10/2020","PLOT-034.4	N00",34,4,17,"C",9,0.5,"D","CTF",NA,3,2,0,"LT","2"
"6730","LM","16/10/2020","PLOT-034.4	N00",34,4,17,"C",10,0.5,"D","CTF",NA,3,2,0,"LT","2"
"6731","LM","16/10/2020","PLOT-034.4	N00",34,4,17,"C",11,0.5,"D","CTF",NA,3,2,0,"LT","3"
"6732","LM","16/10/2020","PLOT-034.4	N00",34,4,17,"C",12,0.4,"D","CTF",NA,3,2,0,"LT","3"
"6733","LM","16/10/2020","PLOT-034.4	N00",34,4,17,"C",13,0.5,"D","CTF",NA,3,2,0,"LT","3"
"6734","LM","16/10/2020","PLOT-034.4	N00",34,4,17,"C",14,1.5,"D","CTF",NA,3,2,0,"LT","3"
"6735","LM","16/10/2020","PLOT-034.4	N00",34,4,17,"C",15,1.9,"D","CTF",NA,3,2,0,"LT","3"
"6736","LM","16/10/2020","PLOT-034.4	N00",34,4,17,"C",16,1.9,"D","CTF",NA,3,2,0,"LT","4"
"6737","LM","16/10/2020","PLOT-034.4	N00",34,4,17,"C",17,2.2,"D","CTF",NA,3,2,0,"LT","4"
"6738","LM","16/10/2020","PLOT-034.4	N00",34,4,17,"C",18,2.2,"D","CTF",NA,3,2,0,"LT","4"
"6739","LM","16/10/2020","PLOT-034.4	N00",34,4,17,"C",19,2.2,"D","CTF",NA,3,2,0,"LT","4"
"6740","LM","16/10/2020","PLOT-034.4	N00",34,4,17,"C",20,1.9,"D","CTF",NA,3,2,0,"LT","4"
"6741","LM","16/10/2020","PLOT-034.4	N00",34,4,17,"C",21,1.9,"D","CTF",NA,3,2,0,"LT","5"
"6742","LM","16/10/2020","PLOT-034.4	N00",34,4,17,"C",22,1.9,"D","CTF",NA,3,2,0,"LT","5"
"6743","LM","16/10/2020","PLOT-034.4	N00",34,4,17,"C",23,1.9,"D","CTF",NA,3,2,0,"LT","5"
"6744","LM","16/10/2020","PLOT-034.4	N00",34,4,17,"C",24,1.9,"D","CTF",NA,3,2,0,"LT","5"
"6745","LM","16/10/2020","PLOT-034.4	N00",34,4,17,"C",25,1.8,"D","CTF",NA,3,2,0,"LT","5"
"6746","LM","16/10/2020","PLOT-034.4	N00",34,4,17,"C",26,1.8,"D","CTF",NA,3,2,0,"LT","6"
"6747","LM","16/10/2020","PLOT-034.4	N00",34,4,17,"C",27,1.8,"D","CTF",NA,3,2,0,"LT","6"
"6748","LM","16/10/2020","PLOT-034.4	N00",34,4,17,"C",28,1.8,"D","CTF",NA,3,2,0,"LT","6"
"6749","LM","16/10/2020","PLOT-034.4	N00",34,4,17,"C",29,1.8,"D","CTF",NA,3,2,0,"LT","6"
"6750","LM","16/10/2020","PLOT-034.4	N00",34,4,17,"C",30,1.8,"D","CTF",NA,3,2,0,"LT","6"
"6751","LM","16/10/2020","PLOT-034.4	N00",34,4,17,"C",31,2.1,"D","CTF",NA,3,2,0,"LT","7"
"6752","LM","16/10/2020","PLOT-034.4	N00",34,4,17,"C",32,2.4,"D","CTF",NA,3,2,0,"LT","7"
"6753","LM","16/10/2020","PLOT-034.4	N00",34,4,17,"C",33,2.9,"D","CTF",NA,3,2,0,"LT","7"
"6754","LM","16/10/2020","PLOT-034.4	N00",34,4,17,"C",34,2.9,"D","CTF",NA,3,2,0,"LT","7"
"6755","LM","16/10/2020","PLOT-034.4	N00",34,4,17,"C",35,2.8,"D","CTF",NA,3,2,0,"LT","7"
"6756","LM","16/10/2020","PLOT-034.4	N00",34,4,17,"C",36,2.8,"D","CTF",NA,3,2,0,"LT","8"
"6757","LM","16/10/2020","PLOT-034.4	N00",34,4,17,"C",37,3.1,"D","CTF",NA,3,2,0,"LT","8"
"6758","LM","16/10/2020","PLOT-034.4	N00",34,4,17,"C",38,3.1,"D","CTF",NA,3,2,0,"LT","8"
"6759","LM","16/10/2020","PLOT-034.4	N00",34,4,17,"C",39,3.3,"D","CTF",NA,3,2,0,"LT","8"
"6760","LM","16/10/2020","PLOT-034.4	N00",34,4,17,"C",40,3.3,"D","CTF",NA,3,2,0,"LT","8"
"6761","LM","16/10/2020","PLOT-034.5	N00",34,5,17,"C",1,0.2,"D","CTF",NA,3,2,0,"LT","1"
"6762","LM","16/10/2020","PLOT-034.5	N00",34,5,17,"C",2,0.2,"D","CTF",NA,3,2,0,"LT","1"
"6763","LM","16/10/2020","PLOT-034.5	N00",34,5,17,"C",3,0.2,"D","CTF",NA,3,2,0,"LT","1"
"6764","LM","16/10/2020","PLOT-034.5	N00",34,5,17,"C",4,0.2,"D","CTF",NA,3,2,0,"LT","1"
"6765","LM","16/10/2020","PLOT-034.5	N00",34,5,17,"C",5,0.3,"D","CTF",NA,3,2,0,"LT","1"
"6766","LM","16/10/2020","PLOT-034.5	N00",34,5,17,"C",6,0.3,"D","CTF",NA,3,2,0,"LT","2"
"6767","LM","16/10/2020","PLOT-034.5	N00",34,5,17,"C",7,0.4,"D","CTF",NA,3,2,0,"LT","2"
"6768","LM","16/10/2020","PLOT-034.5	N00",34,5,17,"C",8,0.4,"D","CTF",NA,3,2,0,"LT","2"
"6769","LM","16/10/2020","PLOT-034.5	N00",34,5,17,"C",9,0.5,"D","CTF",NA,3,2,0,"LT","2"
"6770","LM","16/10/2020","PLOT-034.5	N00",34,5,17,"C",10,0.5,"D","CTF",NA,3,2,0,"LT","2"
"6771","LM","16/10/2020","PLOT-034.5	N00",34,5,17,"C",11,0.5,"D","CTF",NA,3,2,0,"LT","3"
"6772","LM","16/10/2020","PLOT-034.5	N00",34,5,17,"C",12,0.5,"D","CTF",NA,3,2,0,"LT","3"
"6773","LM","16/10/2020","PLOT-034.5	N00",34,5,17,"C",13,0.5,"D","CTF",NA,3,2,0,"LT","3"
"6774","LM","16/10/2020","PLOT-034.5	N00",34,5,17,"C",14,0.6,"D","CTF",NA,3,2,0,"LT","3"
"6775","LM","16/10/2020","PLOT-034.5	N00",34,5,17,"C",15,0.6,"D","CTF",NA,3,2,0,"LT","3"
"6776","LM","16/10/2020","PLOT-034.5	N00",34,5,17,"C",16,0.7,"D","CTF",NA,3,2,0,"LT","4"
"6777","LM","16/10/2020","PLOT-034.5	N00",34,5,17,"C",17,0.7,"D","CTF",NA,3,2,0,"LT","4"
"6778","LM","16/10/2020","PLOT-034.5	N00",34,5,17,"C",18,0.9,"D","CTF",NA,3,2,0,"LT","4"
"6779","LM","16/10/2020","PLOT-034.5	N00",34,5,17,"C",19,0.9,"D","CTF",NA,3,2,0,"LT","4"
"6780","LM","16/10/2020","PLOT-034.5	N00",34,5,17,"C",20,0.9,"D","CTF",NA,3,2,0,"LT","4"
"6781","LM","16/10/2020","PLOT-034.5	N00",34,5,17,"C",21,0.9,"D","CTF",NA,3,2,0,"LT","5"
"6782","LM","16/10/2020","PLOT-034.5	N00",34,5,17,"C",22,0.9,"D","CTF",NA,3,2,0,"LT","5"
"6783","LM","16/10/2020","PLOT-034.5	N00",34,5,17,"C",23,0.9,"D","CTF",NA,3,2,0,"LT","5"
"6784","LM","16/10/2020","PLOT-034.5	N00",34,5,17,"C",24,0.9,"D","CTF",NA,3,2,0,"LT","5"
"6785","LM","16/10/2020","PLOT-034.5	N00",34,5,17,"C",25,1,"D","CTF",NA,3,2,0,"LT","5"
"6786","LM","16/10/2020","PLOT-034.5	N00",34,5,17,"C",26,1.2,"D","CTF",NA,3,2,0,"LT","6"
"6787","LM","16/10/2020","PLOT-034.5	N00",34,5,17,"C",27,1.8,"D","CTF",NA,3,2,0,"LT","6"
"6788","LM","16/10/2020","PLOT-034.5	N00",34,5,17,"C",28,2.1,"D","CTF",NA,3,2,0,"LT","6"
"6789","LM","16/10/2020","PLOT-034.5	N00",34,5,17,"C",29,2.2,"D","CTF",NA,3,2,0,"LT","6"
"6790","LM","16/10/2020","PLOT-034.5	N00",34,5,17,"C",30,2.5,"D","CTF",NA,3,2,0,"LT","6"
"6791","LM","16/10/2020","PLOT-034.5	N00",34,5,17,"C",31,2.5,"D","CTF",NA,3,2,0,"LT","7"
"6792","LM","16/10/2020","PLOT-034.5	N00",34,5,17,"C",32,2.9,"D","CTF",NA,3,2,0,"LT","7"
"6793","LM","16/10/2020","PLOT-034.5	N00",34,5,17,"C",33,2.8,"D","CTF",NA,3,2,0,"LT","7"
"6794","LM","16/10/2020","PLOT-034.5	N00",34,5,17,"C",34,4.3,"D","CTF",NA,3,2,0,"LT","7"
"6795","LM","16/10/2020","PLOT-034.5	N00",34,5,17,"C",35,4.9,"D","CTF",NA,3,2,0,"LT","7"
"6796","LM","16/10/2020","PLOT-034.5	N00",34,5,17,"C",36,4.9,"D","CTF",NA,3,2,0,"LT","8"
"6797","LM","16/10/2020","PLOT-034.5	N00",34,5,17,"C",37,5,"D","CTF",NA,3,2,0,"LT","8"
"6798","LM","16/10/2020","PLOT-034.5	N00",34,5,17,"C",38,5,"D","CTF",NA,3,2,0,"LT","8"
"6799","LM","16/10/2020","PLOT-034.5	N00",34,5,17,"C",39,5,"D","CTF",NA,3,2,0,"LT","8"
"6800","LM","16/10/2020","PLOT-034.5	N00",34,5,17,"C",40,4.4,"D","CTF",NA,3,2,0,"LT","8"
"6801","LM","16/10/2020","PLOT-035.1	N00",35,1,18,"W",1,0.7,"D","STP","H",3,2,4,"HT","1"
"6802","LM","16/10/2020","PLOT-035.1	N00",35,1,18,"W",2,0.8,"D","STP","H",3,2,4,"HT","1"
"6803","LM","16/10/2020","PLOT-035.1	N00",35,1,18,"W",3,0.8,"D","STP","H",3,2,4,"HT","1"
