"SITE","SEASON","DATE","PLOT_ID","ROW","EME.raw","ZONE","TRAFFIC.by.zone","TRAFFIC.by.row"
"NH",2021,"20/11/2020",44,2,14,"O",0,2
"NH",2021,"20/11/2020",44,3,3,"O",0,2
"NH",2021,"20/11/2020",44,4,2,"W",4,5
"NH",2021,"20/11/2020",44,5,5,"W",4,4
"NH",2021,"20/11/2020",44,6,3,"W",4,4
"NH",2021,"20/11/2020",44,7,7,"W",4,5
"NH",2021,"20/11/2020",44,8,6,"C",1,2
"NH",2021,"20/11/2020",44,9,7,"C",1,2
"NH",2021,"20/11/2020",44,10,8,"C",1,1
"NH",2021,"20/11/2020",44,11,11,"C",1,0
"NH",2021,"20/11/2020",44,12,13,"C",1,0
"NH",2021,"20/11/2020",44,13,11,"C",1,1
"NH",2021,"20/11/2020",44,14,8,"C",1,2
"NH",2021,"20/11/2020",44,15,6,"C",1,2
"NH",2021,"20/11/2020",44,16,3,"W",4,5
"NH",2021,"20/11/2020",44,17,1,"W",4,4
"NH",2021,"20/11/2020",44,18,0,"W",4,4
"NH",2021,"20/11/2020",44,19,2,"W",4,5
"NH",2021,"20/11/2020",44,20,0,"O",0,2
"NH",2021,"20/11/2020",44,21,4,"O",0,2
"NH",2021,"20/11/2020",44,22,5,"O",0,1
"NH",2021,"20/11/2020",45,1,5,"O",0,0
"NH",2021,"20/11/2020",45,2,6,"O",0,0
"NH",2021,"20/11/2020",45,3,2,"O",0,0
"NH",2021,"20/11/2020",45,4,6,"W",3,3
"NH",2021,"20/11/2020",45,5,2,"W",3,3
"NH",2021,"20/11/2020",45,6,3,"W",3,3
"NH",2021,"20/11/2020",45,7,1,"W",3,3
"NH",2021,"20/11/2020",45,8,6,"C",0,0
"NH",2021,"20/11/2020",45,9,9,"C",0,0
"NH",2021,"20/11/2020",45,10,7,"C",0,0
"NH",2021,"20/11/2020",45,11,5,"C",0,0
"NH",2021,"20/11/2020",45,12,6,"C",0,0
"NH",2021,"20/11/2020",45,13,7,"C",0,0
"NH",2021,"20/11/2020",45,14,9,"C",0,0
"NH",2021,"20/11/2020",45,15,6,"C",0,0
"NH",2021,"20/11/2020",45,16,6,"W",3,3
"NH",2021,"20/11/2020",45,17,3,"W",3,3
"NH",2021,"20/11/2020",45,18,5,"W",3,3
"NH",2021,"20/11/2020",45,19,0,"W",3,3
"NH",2021,"20/11/2020",45,20,3,"O",0,0
"NH",2021,"20/11/2020",45,21,2,"O",0,0
"NH",2021,"20/11/2020",45,22,2,"O",0,0
"NH",2021,"20/11/2020",46,1,0,"O",0,0
"NH",2021,"20/11/2020",46,2,1,"O",0,1
"NH",2021,"20/11/2020",46,3,1,"O",0,1
"NH",2021,"20/11/2020",46,4,0,"W",4,4
"NH",2021,"20/11/2020",46,5,1,"W",4,4
"NH",2021,"20/11/2020",46,6,0,"W",4,3
"NH",2021,"20/11/2020",46,7,0,"W",4,3
"NH",2021,"20/11/2020",46,8,0,"C",0,0
"NH",2021,"20/11/2020",46,9,4,"C",0,0
"NH",2021,"20/11/2020",46,10,6,"C",0,0
"NH",2021,"20/11/2020",46,11,13,"C",0,0
"NH",2021,"20/11/2020",46,12,13,"C",0,0
"NH",2021,"20/11/2020",46,13,5,"C",0,0
"NH",2021,"20/11/2020",46,14,14,"C",0,1
"NH",2021,"20/11/2020",46,15,7,"C",0,1
"NH",2021,"20/11/2020",46,16,9,"W",4,4
"NH",2021,"20/11/2020",46,17,2,"W",4,4
"NH",2021,"20/11/2020",46,18,3,"W",4,3
"NH",2021,"20/11/2020",46,19,1,"W",4,3
"NH",2021,"20/11/2020",46,20,8,"O",0,0
"NH",2021,"20/11/2020",46,21,8,"O",0,0
"NH",2021,"20/11/2020",46,22,5,"O",0,0
"NH",2021,"20/11/2020",47,1,12,"O",0,0
"NH",2021,"20/11/2020",47,2,13,"O",0,1
"NH",2021,"20/11/2020",47,3,8,"O",0,1
"NH",2021,"20/11/2020",47,4,4,"W",4,4
"NH",2021,"20/11/2020",47,5,0,"W",4,4
"NH",2021,"20/11/2020",47,6,2,"W",4,3
"NH",2021,"20/11/2020",47,7,3,"W",4,3
"NH",2021,"20/11/2020",47,8,2,"C",0,0
"NH",2021,"20/11/2020",47,9,5,"C",0,0
"NH",2021,"20/11/2020",47,10,10,"C",0,0
"NH",2021,"20/11/2020",47,11,1,"C",0,0
"NH",2021,"20/11/2020",47,12,1,"C",0,0
"NH",2021,"20/11/2020",47,13,0,"C",0,0
"NH",2021,"20/11/2020",47,14,2,"C",0,1
"NH",2021,"20/11/2020",47,15,1,"C",0,1
"NH",2021,"20/11/2020",47,16,6,"W",4,4
"NH",2021,"20/11/2020",47,17,8,"W",4,4
"NH",2021,"20/11/2020",47,18,14,"W",4,3
"NH",2021,"20/11/2020",47,19,8,"W",4,3
"NH",2021,"20/11/2020",47,20,11,"O",0,0
"NH",2021,"20/11/2020",47,21,8,"O",0,0
"NH",2021,"20/11/2020",47,22,6,"O",0,0
"NH",2021,"20/11/2020",48,1,4,"O",0,1
"NH",2021,"20/11/2020",48,2,9,"O",0,1
"NH",2021,"20/11/2020",48,3,6,"O",0,1
"NH",2021,"20/11/2020",48,4,2,"W",4,4
"NH",2021,"20/11/2020",48,5,1,"W",4,4
"NH",2021,"20/11/2020",48,6,3,"W",4,4
"NH",2021,"20/11/2020",48,7,11,"W",4,4
"NH",2021,"20/11/2020",48,8,7,"C",1,1
"NH",2021,"20/11/2020",48,9,8,"C",1,1
"NH",2021,"20/11/2020",48,10,5,"C",1,0
"NH",2021,"20/11/2020",48,11,4,"C",1,0
"NH",2021,"20/11/2020",48,12,8,"C",1,0
"NH",2021,"20/11/2020",48,13,9,"C",1,0
"NH",2021,"20/11/2020",48,14,16,"C",1,1
"NH",2021,"20/11/2020",48,15,8,"C",1,1
"NH",2021,"20/11/2020",48,16,1,"W",4,4
"NH",2021,"20/11/2020",48,17,0,"W",4,4
"NH",2021,"20/11/2020",48,18,1,"W",4,4
"NH",2021,"20/11/2020",48,19,6,"W",4,4
"NH",2021,"20/11/2020",48,20,12,"O",0,1
"NH",2021,"20/11/2020",48,21,11,"O",0,1
"NH",2021,"20/11/2020",48,22,17,"O",0,1
"NH",2021,"20/11/2020",49,1,5,"O",0,0
"NH",2021,"20/11/2020",49,2,6,"O",0,0
"NH",2021,"20/11/2020",49,3,6,"O",0,0
"NH",2021,"20/11/2020",49,4,0,"W",3,3
"NH",2021,"20/11/2020",49,5,0,"W",3,3
"NH",2021,"20/11/2020",49,6,1,"W",3,3
"NH",2021,"20/11/2020",49,7,4,"W",3,3
"NH",2021,"20/11/2020",49,8,6,"C",0,0
"NH",2021,"20/11/2020",49,9,5,"C",0,0
"NH",2021,"20/11/2020",49,10,5,"C",0,0
"NH",2021,"20/11/2020",49,11,13,"C",0,0
"NH",2021,"20/11/2020",49,12,10,"C",0,0
"NH",2021,"20/11/2020",49,13,12,"C",0,0
"NH",2021,"20/11/2020",49,14,8,"C",0,0
"NH",2021,"20/11/2020",49,15,8,"C",0,0
"NH",2021,"20/11/2020",49,16,10,"W",3,3
"NH",2021,"20/11/2020",49,17,4,"W",3,3
"NH",2021,"20/11/2020",49,18,5,"W",3,3
"NH",2021,"20/11/2020",49,19,12,"W",3,3
"NH",2021,"20/11/2020",49,20,12,"O",0,0
"NH",2021,"20/11/2020",49,21,13,"O",0,0
"NH",2021,"20/11/2020",49,22,6,"O",0,0
"NH",2021,"20/11/2020",50,1,5,"O",0,0
"NH",2021,"20/11/2020",50,2,6,"O",0,0
"NH",2021,"20/11/2020",50,3,4,"O",0,0
"NH",2021,"20/11/2020",50,4,0,"W",3,3
"NH",2021,"20/11/2020",50,5,1,"W",3,3
"NH",2021,"20/11/2020",50,6,2,"W",3,3
"NH",2021,"20/11/2020",50,7,8,"W",3,3
"NH",2021,"20/11/2020",50,8,6,"C",0,0
"NH",2021,"20/11/2020",50,9,2,"C",0,0
"NH",2021,"20/11/2020",50,10,0,"C",0,0
"NH",2021,"20/11/2020",50,11,7,"C",0,0
"NH",2021,"20/11/2020",50,12,2,"C",0,0
"NH",2021,"20/11/2020",50,13,12,"C",0,0
"NH",2021,"20/11/2020",50,14,10,"C",0,0
"NH",2021,"20/11/2020",50,15,14,"C",0,0
"NH",2021,"20/11/2020",50,16,3,"W",3,3
"NH",2021,"20/11/2020",50,17,2,"W",3,3
"NH",2021,"20/11/2020",50,18,9,"W",3,3
"NH",2021,"20/11/2020",50,19,13,"W",3,3
"NH",2021,"20/11/2020",50,20,15,"O",0,0
"NH",2021,"20/11/2020",50,21,11,"O",0,0
"NH",2021,"20/11/2020",50,22,12,"O",0,0
"NH",2021,"20/11/2020",51,1,9,"O",0,1
"NH",2021,"20/11/2020",51,2,14,"O",0,2
"NH",2021,"20/11/2020",51,3,15,"O",0,2
"NH",2021,"20/11/2020",51,4,16,"W",4,5
"NH",2021,"20/11/2020",51,5,3,"W",4,4
"NH",2021,"20/11/2020",51,6,6,"W",4,4
"NH",2021,"20/11/2020",51,7,3,"W",4,5
"NH",2021,"20/11/2020",51,8,7,"C",1,2
"NH",2021,"20/11/2020",51,9,9,"C",1,2
"NH",2021,"20/11/2020",51,10,11,"C",1,1
"NH",2021,"20/11/2020",51,11,6,"C",1,0
"NH",2021,"20/11/2020",51,12,5,"C",1,0
"NH",2021,"20/11/2020",51,13,2,"C",1,1
"NH",2021,"20/11/2020",51,14,4,"C",1,2
"NH",2021,"20/11/2020",51,15,4,"C",1,2
"NH",2021,"20/11/2020",51,16,3,"W",4,5
"NH",2021,"20/11/2020",51,17,1,"W",4,4
"NH",2021,"20/11/2020",51,18,0,"W",4,4
"NH",2021,"20/11/2020",51,19,0,"W",4,5
"NH",2021,"20/11/2020",51,20,6,"O",0,2
"NH",2021,"20/11/2020",51,21,8,"O",0,2
"NH",2021,"20/11/2020",51,22,12,"O",0,1
